agency,sku,date,volume,price_regular,price_actual,promotions,soda_volume,industry_volume,easter_day,good_friday,new_year,christmas,labor_day,independence_day,revolution_day_memorial,regional_games,fifa_u_17_world_cup,football_gold_cup,beer_capital,music_fest,avg_max_temp,avg_population_2017,avg_yearly_household_income_2017,timeseries,discount_in_percent
Agency_58,SKU_02,2016-02-01,3448.44,1435.807674,1312.894039,122.913635,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1620969,105857,110,8.560591869353667
Agency_39,SKU_05,2016-02-01,7352.526,1538.362296,1278.688237,259.674059,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1448423,131411,111,16.87990271701251
Agency_42,SKU_03,2016-02-01,652.9428,1560.699509,1375.745634,184.953875,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.12289157,175794,110057,112,11.850703734667478
Agency_48,SKU_05,2016-02-01,1407.5895,1537.307355,1401.545547,135.761808,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1739969,210213,113,8.831142813338065
Agency_05,SKU_23,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.66153846,3044268,182944,114,0.0
Agency_58,SKU_05,2016-02-01,1155.6315,1542.862834,1406.217831,136.645003,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1620969,105857,115,8.856587895486243
Agency_08,SKU_03,2016-02-01,5.3298,1584.607397,1476.529889,108.077508,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.66153846,71662,123610,116,6.820459642218873
Agency_09,SKU_01,2016-02-01,3590.244,1489.365032,1060.828308,428.536724,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,33.63111111,1646094,213511,117,28.773115709889982
Agency_49,SKU_34,2016-02-01,69.915,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1880416,154532,118,0.0
Agency_07,SKU_01,2016-02-01,9524.955,1476.104609,1379.778693,96.325916,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,1868030,175785,119,6.525683573690406
Agency_46,SKU_02,2016-02-01,4124.304,1433.200415,1307.963174,125.237241,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1709754,212229,120,8.738292264588829
Agency_41,SKU_03,2016-02-01,1143.1155,1564.780266,1427.367252,137.413014,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.12289157,1573238,125229,121,8.781617265104236
Agency_41,SKU_01,2016-02-01,4529.088,1472.792673,1172.989248,299.803425,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.12289157,1573238,125229,122,20.35611871895835
Agency_09,SKU_02,2016-02-01,1179.9,1479.949043,1216.583885,263.365158,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,33.63111111,1646094,213511,123,17.795555816309278
Agency_49,SKU_04,2016-02-01,1670.154,2086.102214,1652.426046,433.676168,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1880416,154532,124,20.78882640982615
Agency_46,SKU_05,2016-02-01,4036.0515,1524.609369,1363.889992,160.719377,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1709754,212229,125,10.54167580679481
Agency_15,SKU_04,2016-02-01,89.8434,2091.928444,1779.446656,312.481788,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,200260,104564,126,14.937498885119608
Agency_09,SKU_05,2016-02-01,1219.91475,1529.849542,1369.951863,159.897679,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,33.63111111,1646094,213511,127,10.451856513351169
Agency_07,SKU_02,2016-02-01,1041.552,1477.19668,1380.852344,96.344336,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,1868030,175785,128,6.522106182908562
Agency_41,SKU_02,2016-02-01,3598.668,1457.863919,1207.344064,250.519855,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.12289157,1573238,125229,129,17.184035610939628
Agency_05,SKU_26,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.66153846,3044268,182944,130,0.0
Agency_07,SKU_05,2016-02-01,84.348,1545.236222,1442.209414,103.026808,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,1868030,175785,131,6.667382406209217
Agency_05,SKU_03,2016-02-01,1452.07425,1591.074553,1456.300571,134.773982,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.66153846,3044268,182944,132,8.470626454673743
Agency_41,SKU_05,2016-02-01,2747.1885,1621.221249,1531.638222,89.583027,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.12289157,1573238,125229,133,5.5256509285982105
Agency_05,SKU_21,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.66153846,3044268,182944,134,0.0
Agency_39,SKU_04,2016-02-01,922.97175,2086.071664,1813.129669,272.941995,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1448423,131411,135,13.084018143299991
Agency_48,SKU_04,2016-02-01,1550.59725,2094.592368,1662.880537,431.711831,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1739969,210213,136,20.610780292884176
Agency_09,SKU_04,2016-02-01,1167.70875,2121.581516,1846.432888,275.148628,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,33.63111111,1646094,213511,137,12.969033993035598
Agency_46,SKU_04,2016-02-01,3406.12575,2099.756707,1632.61997,467.136737,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1709754,212229,138,22.24718394482071
Agency_58,SKU_04,2016-02-01,1031.40975,2093.337393,1781.747039,311.590354,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1620969,105857,139,14.884860655618168
Agency_15,SKU_03,2016-02-01,63.5346,1498.295205,1382.051606,116.243599,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,200260,104564,140,7.758390910688392
Agency_49,SKU_03,2016-02-01,10022.565,1589.611131,1120.925638,468.685493,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1880416,154532,141,29.484286053354268
Agency_15,SKU_01,2016-02-01,888.948,1515.391912,672.1948529,843.1970591,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,200260,104564,142,55.64217760586807
Agency_07,SKU_04,2016-02-01,1017.735,2088.049115,1921.881644,166.167471,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,1868030,175785,143,7.958025019923921
Agency_05,SKU_14,2016-02-01,8.8182,2655.349817,2299.862217,355.4876,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.66153846,3044268,182944,144,13.3875995442901
Agency_41,SKU_04,2016-02-01,803.5425,2099.291233,1923.637247,175.653986,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.12289157,1573238,125229,145,8.367299555144667
Agency_16,SKU_01,2016-02-01,6882.732,1407.778917,1260.848298,146.930619,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1232242,246911,146,10.43705209857181
Agency_15,SKU_02,2016-02-01,320.328,1463.435788,1373.500856,89.934932,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,200260,104564,147,6.14546485315282
Agency_22,SKU_01,2016-02-01,110.592,1448.967691,1307.60911,141.358581,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,48151,132110,148,9.755813181896544
Agency_58,SKU_01,2016-02-01,4926.096,1435.119422,1309.979947,125.139475,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1620969,105857,149,8.719795236664284
Agency_09,SKU_27,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,33.63111111,1646094,213511,150,0.0
Agency_16,SKU_07,2016-02-01,9.735,1505.403929,1388.836595,116.567334,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1232242,246911,151,7.743259583322105
Agency_39,SKU_03,2016-02-01,356.8428,1473.258583,1334.187692,139.070891,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1448423,131411,152,9.439679673666628
Agency_15,SKU_05,2016-02-01,147.6729,1518.548958,1428.720165,89.828793,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,200260,104564,153,5.915436083029468
Agency_22,SKU_02,2016-02-01,131.76,1460.057377,1341.802254,118.255123,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,48151,132110,154,8.099347660088567
Agency_25,SKU_01,2016-02-01,2.7,1422.5625,1311.8125,110.75,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,53598,95032,155,7.7852466939062435
Agency_58,SKU_07,2016-02-01,42.48,1469.125742,1416.338612,52.78713,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1620969,105857,156,3.5930981597353293
Agency_22,SKU_05,2016-02-01,265.8879,1527.333514,1359.286409,168.047105,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,48151,132110,157,11.002646341459117
Agency_25,SKU_02,2016-02-01,45.576,1443.875,1328.328125,115.546875,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,53598,95032,158,8.002553891437971
Agency_48,SKU_03,2016-02-01,9809.9625,1586.73595,1307.520361,279.215589,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1739969,210213,159,17.596852771880542
Agency_16,SKU_02,2016-02-01,3675.024,1406.214586,1262.685537,143.529049,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1232242,246911,160,10.206767191077903
Agency_10,SKU_04,2016-02-01,866.73975,2104.138051,1851.6287,252.509351,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,1716027,117463,161,12.000607606520587
Agency_23,SKU_05,2016-02-01,536.8239,1514.358131,1317.822647,196.535484,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,49101,90240,162,12.978137732203322
Agency_31,SKU_01,2016-02-01,210.708,1394.083197,1257.435304,136.647893,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,29.6516129,181063,102731,163,9.801989816250543
Agency_46,SKU_03,2016-02-01,3050.5065,1569.068979,1476.564852,92.504127,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1709754,212229,164,5.895478671623142
Agency_16,SKU_05,2016-02-01,1216.59225,1514.69141,1390.268534,124.422876,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1232242,246911,165,8.214404279218828
Agency_09,SKU_03,2016-02-01,7814.67,1602.208199,1203.267697,398.940502,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,33.63111111,1646094,213511,166,24.899417082561065
Agency_23,SKU_04,2016-02-01,8.1153,2080.352112,1622.288178,458.063934,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,49101,90240,167,22.0185771128729
Agency_31,SKU_02,2016-02-01,24.732,1393.058764,1281.678668,111.380096,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,29.6516129,181063,102731,168,7.995362355008305
Agency_27,SKU_01,2016-02-01,2035.692,1314.051753,1135.871312,178.180441,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.53142857,1588818,218862,169,13.559621270106856
Agency_31,SKU_05,2016-02-01,26.3907,1663.084654,1517.975352,145.109302,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,29.6516129,181063,102731,170,8.725310623905258
Agency_10,SKU_23,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,1716027,117463,171,0.0
Agency_27,SKU_02,2016-02-01,625.32,1325.180473,1145.728391,179.452082,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.53142857,1588818,218862,172,13.541708895977672
Agency_26,SKU_01,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.58333333,32267,91330,173,0.0
Agency_10,SKU_32,2016-02-01,29.9052,1890.765168,1700.246479,190.518689,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,1716027,117463,174,10.076274527604372
Agency_22,SKU_04,2016-02-01,50.9283,2090.998198,1836.449891,254.548307,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,48151,132110,175,12.173530672741403
Agency_27,SKU_05,2016-02-01,79.7472,1764.680139,1606.898846,157.781293,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.53142857,1588818,218862,176,8.94107036810709
Agency_26,SKU_02,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.58333333,32267,91330,177,0.0
Agency_58,SKU_03,2016-02-01,192.5496,1501.246676,1379.82397,121.422706,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1620969,105857,178,8.088124885879846
Agency_26,SKU_03,2016-02-01,0.0,1402.819149,1402.819149,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.58333333,32267,91330,179,0.0
Agency_31,SKU_04,2016-02-01,423.9126,2166.369556,1780.548843,385.820713,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,29.6516129,181063,102731,180,17.809552019018497
Agency_26,SKU_05,2016-02-01,0.639,1828.46831,1536.285211,292.183099,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.58333333,32267,91330,181,15.979664367275802
Agency_49,SKU_01,2016-02-01,1917.0,1463.144688,1433.611169,29.533519,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1880416,154532,182,2.018496136589876
Agency_26,SKU_18,2016-02-01,1.7766,1542.940729,1360.262158,182.678571,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.58333333,32267,91330,183,11.839636323450764
Agency_27,SKU_06,2016-02-01,13.176,1188.557377,1101.938012,86.619365,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.53142857,1588818,218862,184,7.2877731169052336
Agency_16,SKU_04,2016-02-01,780.9855,2085.821492,1865.953086,219.868406,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1232242,246911,185,10.541094088985444
Agency_23,SKU_03,2016-02-01,7.4448,1468.085107,1356.234802,111.850305,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,49101,90240,186,7.618788888102248
Agency_10,SKU_21,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,1716027,117463,187,0.0
Agency_49,SKU_07,2016-02-01,28.7625,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1880416,154532,188,0.0
Agency_57,SKU_04,2016-02-01,1707.0885,2126.309655,1902.174812,224.134843,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,2212416,187351,189,10.54102550270365
Agency_27,SKU_04,2016-02-01,3100.9395,2026.652914,1752.505229,274.147685,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.53142857,1588818,218862,190,13.527115723970484
Agency_46,SKU_17,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1709754,212229,191,0.0
Agency_42,SKU_01,2016-02-01,353.268,1477.251179,1429.651415,47.599764,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.12289157,175794,110057,192,3.2221848712432135
Agency_48,SKU_23,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1739969,210213,193,0.0
Agency_49,SKU_02,2016-02-01,2594.808,1464.179207,1437.147424,27.031783,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1880416,154532,194,1.8462072723588405
Agency_42,SKU_02,2016-02-01,179.388,1459.941114,1330.4983,129.442814,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.12289157,175794,110057,195,8.866303767920327
Agency_10,SKU_03,2016-02-01,3531.8805,1571.602974,1421.353883,150.249091,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,1716027,117463,196,9.560244761919114
Agency_22,SKU_03,2016-02-01,63.7038,1481.594382,1345.507925,136.086457,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,48151,132110,197,9.185135868043538
Agency_49,SKU_05,2016-02-01,2297.5245,1545.444625,1353.194363,192.250262,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1880416,154532,198,12.439802687851076
Agency_42,SKU_05,2016-02-01,480.9114,1629.67326,1366.282639,263.390621,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.12289157,175794,110057,199,16.162173575824642
Agency_31,SKU_08,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,29.6516129,181063,102731,200,0.0
Agency_45,SKU_01,2016-02-01,53.46,1391.08469,1377.308432,13.776258,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,31.544,176318,137609,201,0.990324895316043
Agency_34,SKU_22,2016-02-01,2.13,1884.222887,1775.931338,108.291549,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,29.0,12271,97222,202,5.747279143414842
Agency_48,SKU_17,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1739969,210213,203,0.0
Agency_26,SKU_11,2016-02-01,4.1748,1918.416032,1768.482861,149.933171,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.58333333,32267,91330,204,7.815466952895021
Agency_31,SKU_03,2016-02-01,775.782,1526.886481,1186.790471,340.09601,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,29.6516129,181063,102731,205,22.273824166500034
Agency_45,SKU_02,2016-02-01,49.356,1390.399784,1363.997845,26.401939,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,31.544,176318,137609,206,1.8988739284786884
Agency_42,SKU_04,2016-02-01,96.0417,2077.496346,2005.536252,71.960094,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.12289157,175794,110057,207,3.4637891969606383
Agency_23,SKU_21,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,49101,90240,208,0.0
Agency_45,SKU_05,2016-02-01,570.0519,1623.375177,1462.025864,161.349313,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,31.544,176318,137609,209,9.939126536243693
Agency_09,SKU_21,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,33.63111111,1646094,213511,210,0.0
Agency_48,SKU_28,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.85684211,1739969,210213,211,0.0
Agency_26,SKU_04,2016-02-01,1.4697,2202.469382,2029.707593,172.761789,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.58333333,32267,91330,212,7.844004117011601
Agency_57,SKU_02,2016-02-01,4923.288,1410.869589,1256.944893,153.924696,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,2212416,187351,213,10.909916635817432
Agency_34,SKU_04,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,29.0,12271,97222,214,0.0
Agency_16,SKU_03,2016-02-01,102.1968,1495.913484,1386.805028,109.108456,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1232242,246911,215,7.293767799207832
Agency_57,SKU_05,2016-02-01,1785.8775,1572.392645,1387.340895,185.05175,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,2212416,187351,216,11.768800279525601
Agency_45,SKU_04,2016-02-01,90.2907,2177.619464,1826.390808,351.228656,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,31.544,176318,137609,217,16.129018949657954
Agency_27,SKU_08,2016-02-01,318.9888,1617.904676,1416.74008,201.164596,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.53142857,1588818,218862,218,12.433649459333163
Agency_27,SKU_03,2016-02-01,3799.1325,1573.036251,1260.593243,312.443008,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.53142857,1588818,218862,219,19.862416254004053
Agency_54,SKU_03,2016-02-01,240.0102,1602.871385,1578.386938,24.484447,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.6754717,48332,122313,220,1.5275365964562404
Agency_03,SKU_04,2016-02-01,951.663,2150.107227,1880.653526,269.453701,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.83589744,1538040,217280,221,12.532105265092438
Agency_02,SKU_01,2016-02-01,5607.036,1266.30959,1177.944472,88.365118,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.21463415,3137874,240809,222,6.9781606881773675
Agency_21,SKU_01,2016-02-01,36.612,1445.841347,1302.028846,143.812501,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,26635,130092,223,9.94663081799389
Agency_57,SKU_03,2016-02-01,1324.1595,1502.462305,1381.621742,120.840563,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,2212416,187351,224,8.042834924900163
Agency_33,SKU_04,2016-02-01,3.195,2200.542253,2087.687324,112.854929,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,30.51666667,39719,91375,225,5.128505432974296
Agency_20,SKU_21,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1825752,102317,226,0.0
Agency_02,SKU_02,2016-02-01,5757.696,1296.678882,1201.252154,95.426728,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.21463415,3137874,240809,227,7.3593184345544085
Agency_54,SKU_14,2016-02-01,0.0426,2721.073944,2721.073944,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.6754717,48332,122313,228,0.0
Agency_24,SKU_01,2016-02-01,2.484,1458.789062,1346.445312,112.34375,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,42122,93027,229,7.70116481720645
Agency_45,SKU_08,2016-02-01,5.8149,1619.744621,1564.254373,55.490248,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,31.544,176318,137609,230,3.4258640084719874
Agency_11,SKU_01,2016-02-01,258.66,1471.046862,1376.684548,94.362314,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,135561,100461,231,6.414636843839718
Agency_03,SKU_32,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.83589744,1538040,217280,232,0.0
Agency_02,SKU_05,2016-02-01,1915.914,1605.559481,1432.832267,172.727214,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,27.21463415,3137874,240809,233,10.758070071151728
Agency_54,SKU_15,2016-02-01,0.0426,3109.911971,2798.87324,311.038731,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.6754717,48332,122313,234,10.001528464485272
Agency_21,SKU_02,2016-02-01,59.292,1456.65625,1344.28125,112.375,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,26635,130092,235,7.714586059682921
Agency_24,SKU_02,2016-02-01,82.404,1458.81726,1345.734686,113.082574,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,42122,93027,236,7.751661369841482
Agency_45,SKU_03,2016-02-01,22.2498,1474.964978,1462.304876,12.660102,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,31.544,176318,137609,237,0.8583323800112629
Agency_34,SKU_03,2016-02-01,4.653,1493.573501,1431.382979,62.190522,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,29.0,12271,97222,238,4.163874222350708
Agency_11,SKU_02,2016-02-01,5.724,1477.579546,1393.414772,84.164774,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,135561,100461,239,5.696124735067225
Agency_35,SKU_04,2016-02-01,3.195,2230.838028,377.621831,1853.216197,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.43846154,14138,93105,240,83.07264685914706
Agency_21,SKU_05,2016-02-01,293.8761,1513.492151,1322.575479,190.916672,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,26635,130092,241,12.614315302121446
Agency_20,SKU_01,2016-02-01,2841.48,1446.12462,1275.455156,170.669464,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1825752,102317,242,11.801850382714596
Agency_24,SKU_05,2016-02-01,411.3243,1531.376043,1387.743871,143.632172,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.88117647,42122,93027,243,9.379288167432824
Agency_11,SKU_05,2016-02-01,6.3261,1523.515792,1488.847631,34.668161,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,135561,100461,244,2.275536701492885
Agency_54,SKU_01,2016-02-01,47.196,1450.882476,1449.459629,1.422847,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.6754717,48332,122313,245,0.09806769490542802
Agency_16,SKU_20,2016-02-01,7.2846,1855.85897,1749.022424,106.836546,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1232242,246911,246,5.756716847940229
Agency_20,SKU_07,2016-02-01,3.0975,1353.445111,1320.150196,33.294915,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1825752,102317,247,2.46001221101607
Agency_54,SKU_02,2016-02-01,38.772,1449.002232,1435.748661,13.253571,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.6754717,48332,122313,248,0.9146687774046163
Agency_54,SKU_05,2016-02-01,87.7986,1529.934846,1464.576308,65.358538,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.6754717,48332,122313,249,4.271981788693765
Agency_35,SKU_32,2016-02-01,0.0,0.0,0.0,0.0,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,26.43846154,14138,93105,250,0.0
Agency_20,SKU_02,2016-02-01,9016.485,1447.843552,1269.740309,178.103243,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1825752,102317,251,12.301276802591996
Agency_03,SKU_03,2016-02-01,9785.43,1563.518229,1372.179631,191.338598,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.83589744,1538040,217280,252,12.237695375152546
Agency_20,SKU_05,2016-02-01,3833.6805,1535.308754,1326.492618,208.816136,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,23.62352941,1825752,102317,253,13.600921342756834
Agency_11,SKU_04,2016-02-01,97.8309,2097.646871,1933.07258,164.574291,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,135561,100461,254,7.8456623598205235
Agency_54,SKU_04,2016-02-01,61.2801,2127.465009,2005.496078,121.968931,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,25.6754717,48332,122313,255,5.733064021453901
Agency_33,SKU_03,2016-02-01,12.6054,1495.927782,1428.72545,67.202332,729418593,532697061,0,0,0,0,0,0,0,0,0,0,0,0,30.51666667,39719,91375,256,4.49235135603625
